neighbourhood_group,latitude,longitude,room_type,minimum_nights,availability_365
Brooklyn,40.68908,-73.9522,Private room,1,77
Brooklyn,40.64564,-74.01867,Private room,1,365
Manhattan,40.84859,-73.942,Private room,1,56
Queens,40.74181,-73.90279,Private room,30,123
Manhattan,40.77739,-73.94916,Entire home/apt,30,307
Manhattan,40.85962,-73.92971,Private room,1,86
Brooklyn,40.72646,-73.95799,Private room,5,300
Brooklyn,40.6633,-73.89733,Entire home/apt,2,157
Manhattan,40.7396,-73.97938,Entire home/apt,30,249
Manhattan,40.77219,-73.95588,Entire home/apt,30,319
Manhattan,40.86582,-73.92582,Private room,4,238
Brooklyn,40.6429,-73.96877,Private room,2,85
Manhattan,40.84288,-73.94201,Private room,1,6
Manhattan,40.73684,-73.9842,Entire home/apt,1,233
Brooklyn,40.70953,-73.96445,Entire home/apt,5,5
Brooklyn,40.67414,-73.99961,Entire home/apt,4,10
Manhattan,40.74074,-73.98573,Entire home/apt,3,194
Manhattan,40.81027,-73.9408,Shared room,4,131
Queens,40.74864,-73.85436,Shared room,2,365
Brooklyn,40.66196,-73.99177,Private room,1,233
Manhattan,40.79795,-73.96175,Entire home/apt,30,310
Manhattan,40.72482,-73.98242,Entire home/apt,4,83
Brooklyn,40.71528,-73.94331,Entire home/apt,2,2
Manhattan,40.76089,-73.98709,Private room,1,303
Queens,40.7321,-73.89712,Private room,1,156
Manhattan,40.77783,-73.9815,Entire home/apt,30,180
Brooklyn,40.734,-73.95474,Entire home/apt,2,280
Brooklyn,40.71786,-73.95434,Entire home/apt,1,8
Queens,40.742,-73.89505,Entire home/apt,14,4
Brooklyn,40.66277,-73.9574,Private room,2,111
Brooklyn,40.69392,-73.94904,Private room,2,314
Manhattan,40.7487,-73.97479,Shared room,1,365
Manhattan,40.73298,-73.98768,Entire home/apt,2,230
Manhattan,40.72907,-73.98388,Entire home/apt,7,295
Manhattan,40.73865,-74.00662,Entire home/apt,2,179
Manhattan,40.77979,-73.98513,Entire home/apt,1,93
Manhattan,40.70563,-74.0078,Entire home/apt,29,328
Manhattan,40.74316,-73.98038,Private room,2,365
Manhattan,40.72674,-73.9782,Private room,7,359
Brooklyn,40.68807,-73.96572,Entire home/apt,5,13
Manhattan,40.7617,-73.99244,Private room,5,239
Manhattan,40.76468,-73.98785,Private room,1,77
Bronx,40.8298,-73.87715,Private room,2,44
Brooklyn,40.6526,-73.94999,Entire home/apt,59,122
Queens,40.74392,-73.95147,Private room,15,259
Queens,40.58794,-73.81579,Entire home/apt,30,84
Manhattan,40.81493,-73.94403,Private room,1,170
Brooklyn,40.67309,-73.94799,Private room,1,284
Manhattan,40.78922,-73.97398,Entire home/apt,2,1
Manhattan,40.84442,-73.94039,Private room,6,90
Manhattan,40.74676,-73.97682,Entire home/apt,30,107
Manhattan,40.76476,-73.98871,Entire home/apt,7,5
Queens,40.76332,-73.92478,Private room,5,29
Brooklyn,40.68886,-73.99825,Entire home/apt,30,324
Manhattan,40.78852,-73.96746,Entire home/apt,5,156
Queens,40.76538,-73.91168,Private room,1,359
Brooklyn,40.68066,-73.97299,Private room,3,83
Brooklyn,40.67073,-73.98719,Private room,3,213
Manhattan,40.73338,-73.98315,Entire home/apt,4,10
Brooklyn,40.67157,-73.9852,Entire home/apt,7,365
Brooklyn,40.64349,-74.02347,Entire home/apt,14,184
Brooklyn,40.71623,-73.9601,Private room,2,86
Brooklyn,40.70929,-73.94719,Private room,58,15
Manhattan,40.74995,-73.99711,Entire home/apt,2,19
Manhattan,40.79986,-73.95387,Private room,2,15
Manhattan,40.76553,-73.9953,Private room,2,304
Bronx,40.84555,-73.86787,Private room,1,32
Brooklyn,40.68702,-73.97506,Entire home/apt,2,251
Manhattan,40.81147,-73.9471,Entire home/apt,3,188
Queens,40.76105,-73.82317,Entire home/apt,30,232
Manhattan,40.81306,-73.94141,Entire home/apt,7,38
Manhattan,40.71684,-74.00544,Entire home/apt,30,342
Brooklyn,40.68932,-73.94947,Entire home/apt,5,1
Brooklyn,40.66623,-73.92874,Entire home/apt,50,225
Brooklyn,40.6823,-73.94958,Entire home/apt,2,70
Brooklyn,40.71235,-73.93963,Private room,2,345
Manhattan,40.76625,-73.99387,Private room,3,129
Brooklyn,40.70395,-73.92585,Private room,4,75
Brooklyn,40.72339,-73.94322,Entire home/apt,1,161
Brooklyn,40.71722,-73.95361,Entire home/apt,2,27
Manhattan,40.83899,-73.93979,Entire home/apt,5,191
Manhattan,40.72056,-73.98539,Entire home/apt,2,180
Manhattan,40.77795,-73.94653,Entire home/apt,3,265
Brooklyn,40.64924,-73.96714,Private room,4,157
Queens,40.74879,-73.88342,Private room,1,5
Manhattan,40.7709,-73.99181,Private room,28,258
Queens,40.71316,-73.81953,Entire home/apt,5,54
Manhattan,40.74223,-73.98286,Entire home/apt,1,264
Manhattan,40.72758,-73.97762,Private room,1,130
Brooklyn,40.69284,-73.94418,Private room,3,70
Brooklyn,40.67469,-73.98368,Entire home/apt,2,215
Queens,40.58681,-73.8128,Entire home/apt,1,166
Bronx,40.8315,-73.92277,Entire home/apt,3,20
Manhattan,40.76885,-73.98611,Entire home/apt,3,125
Brooklyn,40.65892,-73.98386,Private room,2,74
Manhattan,40.80498,-73.9664,Private room,1,17
Manhattan,40.73121,-73.98693,Entire home/apt,5,92
Staten Island,40.56033,-74.18259,Entire home/apt,1,6
Manhattan,40.73027,-73.98759,Entire home/apt,3,47
Bronx,40.86269,-73.89073,Private room,3,170
Manhattan,40.7407,-73.99478,Entire home/apt,30,346
Queens,40.74071,-73.86498,Private room,16,110
Manhattan,40.71515,-73.99863,Entire home/apt,4,86
Queens,40.74454,-73.94016,Private room,1,364
Manhattan,40.76734,-73.95233,Private room,4,40
Manhattan,40.79908,-73.96465,Private room,7,283
Manhattan,40.74775,-73.98226,Private room,1,2
Brooklyn,40.67804,-73.86761,Private room,2,348
Manhattan,40.74634,-73.98704,Private room,1,337
Brooklyn,40.68567,-73.95146,Entire home/apt,1,21
Manhattan,40.75973,-73.98815,Shared room,2,5
Manhattan,40.71276,-73.98488,Entire home/apt,2,361
Brooklyn,40.67627,-74.00625,Private room,1,88
Brooklyn,40.7082,-73.94476,Private room,1,4
Brooklyn,40.62415,-73.96029,Entire home/apt,2,224
Brooklyn,40.67559,-73.97633,Entire home/apt,3,311
Manhattan,40.72406,-73.9965,Entire home/apt,2,79
Brooklyn,40.72917,-73.95131,Entire home/apt,30,205
Brooklyn,40.71033,-73.9647,Private room,28,309
Brooklyn,40.71339,-73.96112,Entire home/apt,2,4
Queens,40.76375,-73.91061,Private room,7,222
Bronx,40.8789,-73.84855,Private room,14,325
Bronx,40.85267,-73.88627,Private room,2,325
Queens,40.77567,-73.92202,Private room,7,358
Manhattan,40.75967,-73.96595,Private room,12,49
Manhattan,40.74677,-73.9866,Private room,1,268
Queens,40.67193,-73.77986,Entire home/apt,1,121
Manhattan,40.723,-73.97861,Entire home/apt,2,221
Brooklyn,40.68252,-73.90651,Private room,3,165
Brooklyn,40.67034,-73.92777,Entire home/apt,2,45
Manhattan,40.75915,-73.99932,Entire home/apt,2,48
Manhattan,40.82607,-73.94481,Private room,14,125
Brooklyn,40.68245,-73.9471,Private room,1,23
Manhattan,40.73318,-74.00745,Entire home/apt,3,350
Manhattan,40.74444,-73.99015,Entire home/apt,30,324
Manhattan,40.7722,-73.98119,Entire home/apt,4,9
Brooklyn,40.66238,-73.94289,Private room,1,158
Brooklyn,40.70338,-73.91879,Entire home/apt,15,7
Brooklyn,40.6913,-73.9406,Private room,1,332
Manhattan,40.72715,-73.98623,Private room,1,350
Brooklyn,40.68908,-73.95545,Private room,2,57
Queens,40.73661,-73.90021,Private room,2,259
Queens,40.764,-73.88718,Private room,2,83
Brooklyn,40.70126,-73.92077,Private room,35,365
Brooklyn,40.71893,-73.95866,Private room,1,28
Manhattan,40.72833,-73.97926,Entire home/apt,6,12
Brooklyn,40.68298,-73.9298,Private room,1,354
Brooklyn,40.60954,-73.95966,Entire home/apt,4,82
Bronx,40.86265,-73.89263,Entire home/apt,2,89
Queens,40.76074,-73.80969,Private room,3,342
Brooklyn,40.69718,-73.92157,Private room,2,51
Brooklyn,40.71494,-73.94652,Entire home/apt,90,364
Brooklyn,40.67002,-73.99158,Entire home/apt,4,8
Manhattan,40.82621,-73.94596,Private room,3,153
Manhattan,40.82024,-73.93799,Private room,7,324
Manhattan,40.80781,-73.95134,Entire home/apt,5,6
Brooklyn,40.6466,-73.99751,Private room,1,151
Brooklyn,40.65612,-73.91788,Private room,7,365
Manhattan,40.7362,-74.00827,Entire home/apt,1,365
Manhattan,40.76973,-73.9566,Private room,5,80
Manhattan,40.75912,-73.9621,Entire home/apt,1,267
Manhattan,40.79875,-73.97128,Private room,1,360
Brooklyn,40.70005,-73.95101,Entire home/apt,1,88
Queens,40.75754,-73.73068,Private room,1,226
Brooklyn,40.62465,-73.964,Entire home/apt,5,93
Manhattan,40.72019,-73.98217,Private room,2,345
Manhattan,40.77824,-73.97964,Entire home/apt,2,21
Manhattan,40.82232,-73.95696,Private room,1,280
Manhattan,40.75437,-73.9964,Private room,7,354
Manhattan,40.77323,-73.98014,Private room,3,214
Brooklyn,40.72573,-73.94071,Entire home/apt,30,357
Brooklyn,40.68723,-73.91451,Entire home/apt,6,63
Manhattan,40.73738,-74.00012,Entire home/apt,4,21
Manhattan,40.78146,-73.97917,Entire home/apt,2,16
Brooklyn,40.68691,-73.91317,Private room,3,83
Queens,40.75998,-73.926,Entire home/apt,1,5
Brooklyn,40.69084,-73.95368,Entire home/apt,2,125
Manhattan,40.72068,-73.99291,Entire home/apt,30,4
Staten Island,40.63116,-74.12278,Private room,2,276
Manhattan,40.82669,-73.93832,Private room,1,45
Bronx,40.86294,-73.89242,Entire home/apt,2,343
Brooklyn,40.72779,-73.94081,Private room,6,54
Brooklyn,40.69211,-73.95496,Entire home/apt,1,113
Manhattan,40.75172,-73.97212,Private room,2,263
Manhattan,40.81274,-73.94357,Private room,3,199
Queens,40.70341,-73.89624,Private room,2,231
Manhattan,40.7645,-73.99314,Entire home/apt,4,248
Manhattan,40.79872,-73.96069,Private room,1,38
Brooklyn,40.72505,-73.94449,Entire home/apt,1,255
Queens,40.74741,-73.88149,Private room,1,166
Queens,40.68929,-73.83221,Private room,1,179
Queens,40.70303,-73.74906,Entire home/apt,1,362
Bronx,40.86615,-73.88828,Private room,2,34
Manhattan,40.75806,-73.98934,Entire home/apt,2,129
Brooklyn,40.69161,-73.96572,Private room,30,18
Brooklyn,40.69671,-73.92628,Entire home/apt,4,56
Queens,40.75304,-73.87661,Private room,2,3
Brooklyn,40.71307,-73.95084,Entire home/apt,1,50
Brooklyn,40.66114,-73.88889,Private room,3,90
Manhattan,40.79933,-73.94283,Private room,1,247
Manhattan,40.76242,-73.96058,Entire home/apt,3,179
Queens,40.76737,-73.91244,Private room,2,128
Bronx,40.82936,-73.84854,Private room,1,365
Brooklyn,40.69417,-73.94734,Entire home/apt,7,243
Manhattan,40.8002,-73.94079,Entire home/apt,2,277
Brooklyn,40.68473,-73.93976,Private room,2,63
Queens,40.73452,-73.88795,Private room,1,75
Brooklyn,40.64282,-73.94497,Entire home/apt,4,13
Manhattan,40.72488,-73.97996,Private room,2,93
Brooklyn,40.69404,-73.92432,Private room,3,146
Queens,40.67181,-73.79622,Shared room,4,365
Brooklyn,40.71657,-73.9595,Entire home/apt,5,117
Manhattan,40.85823,-73.93612,Private room,1,158
Brooklyn,40.7167,-73.96327,Private room,1,237
Brooklyn,40.67367,-73.96507,Entire home/apt,3,9
Brooklyn,40.68131,-73.98879,Entire home/apt,6,265
Brooklyn,40.70639,-73.95552,Private room,3,298
Manhattan,40.74372,-74.00601,Entire home/apt,3,179
Brooklyn,40.68383,-73.92226,Entire home/apt,3,254
Manhattan,40.80132,-73.95568,Shared room,1,9
Brooklyn,40.63929,-74.00669,Private room,1,168
Brooklyn,40.66913,-73.94028,Entire home/apt,2,9
Bronx,40.82972,-73.84957,Private room,1,268
Bronx,40.86947,-73.85993,Entire home/apt,2,86
Brooklyn,40.6898,-73.95333,Private room,2,88
Manhattan,40.70648,-74.00499,Entire home/apt,29,333
Brooklyn,40.69604,-73.94504,Private room,7,227
Manhattan,40.84098,-73.937,Private room,30,354
Manhattan,40.73795,-73.99753,Entire home/apt,30,339
Brooklyn,40.69707,-73.93201,Private room,1,60
Manhattan,40.75955,-73.99022,Private room,1,241
Queens,40.75631,-73.90199,Private room,2,365
Bronx,40.83408,-73.87419,Private room,3,214
Manhattan,40.81465,-73.94265,Private room,1,66
Brooklyn,40.71903,-73.9597,Entire home/apt,1,215
Manhattan,40.72214,-73.99793,Entire home/apt,2,55
Queens,40.76417,-73.92816,Entire home/apt,31,5
Brooklyn,40.69787,-73.93091,Private room,2,64
Brooklyn,40.71369,-73.96626,Entire home/apt,3,5
Manhattan,40.80792,-73.96728,Entire home/apt,5,329
Bronx,40.82406,-73.8934,Entire home/apt,3,285
Brooklyn,40.66184,-73.93436,Private room,1,365
Manhattan,40.70604,-74.01216,Entire home/apt,2,294
Brooklyn,40.69046,-73.9586,Private room,30,153
Manhattan,40.75467,-73.99657,Private room,1,363
Manhattan,40.81241,-73.94371,Entire home/apt,30,84
Manhattan,40.74772,-73.99146,Private room,3,12
Brooklyn,40.68967,-73.95445,Entire home/apt,3,355
Manhattan,40.77032,-73.95331,Private room,2,196
Manhattan,40.82453,-73.94923,Entire home/apt,1,170
Brooklyn,40.71988,-73.96381,Entire home/apt,5,101
Brooklyn,40.73635,-73.95705,Private room,2,5
Brooklyn,40.69657,-73.99604,Entire home/apt,3,94
Staten Island,40.63311,-74.07936,Private room,2,302
Manhattan,40.72418,-73.98283,Private room,14,14
Bronx,40.8349,-73.85259,Private room,3,68
Brooklyn,40.71348,-73.94447,Private room,3,296
Queens,40.71295,-73.82867,Private room,2,334
Manhattan,40.74986,-73.98709,Entire home/apt,30,311
Manhattan,40.76109,-73.98261,Entire home/apt,4,59
Manhattan,40.72037,-73.98701,Entire home/apt,3,34
Brooklyn,40.71947,-73.95958,Private room,21,81
Manhattan,40.80034,-73.95941,Private room,31,83
Manhattan,40.71358,-73.99062,Entire home/apt,3,49
Brooklyn,40.67552,-73.96041,Entire home/apt,5,10
Manhattan,40.7969,-73.96128,Private room,6,180
Brooklyn,40.70022,-73.93032,Private room,2,69
Queens,40.74064,-73.89956,Private room,30,352
Manhattan,40.76546,-73.99253,Private room,2,338
Bronx,40.86113,-73.91511,Entire home/apt,5,11
Brooklyn,40.69752,-73.92069,Private room,3,34
Manhattan,40.77746,-73.95043,Entire home/apt,31,338
Brooklyn,40.67387,-73.93944,Private room,4,311
Brooklyn,40.66975,-73.92878,Private room,1,325
Brooklyn,40.71777,-73.96173,Entire home/apt,4,156
Brooklyn,40.65772,-73.96131,Entire home/apt,4,312
Brooklyn,40.70889,-73.92135,Entire home/apt,3,42
Brooklyn,40.70777,-73.92115,Private room,1,28
Queens,40.76786,-73.92433,Private room,1,283
Brooklyn,40.68608,-73.914,Entire home/apt,30,31
Queens,40.70599,-73.89755,Entire home/apt,30,220
Manhattan,40.85663,-73.93564,Private room,4,42
Manhattan,40.75166,-73.97154,Private room,3,96
Manhattan,40.7467,-73.99335,Entire home/apt,3,48
Brooklyn,40.6997,-73.93944,Shared room,30,302
Bronx,40.83561,-73.91108,Entire home/apt,3,42
Brooklyn,40.67425,-73.87279,Shared room,1,180
Brooklyn,40.68683,-73.96981,Entire home/apt,8,364
Manhattan,40.79519,-73.94543,Entire home/apt,2,2
Brooklyn,40.716,-73.955,Private room,5,104
Queens,40.76971,-73.87273,Entire home/apt,1,166
Brooklyn,40.64125,-73.9763,Private room,2,37
Queens,40.70375,-73.90342,Shared room,30,365
Brooklyn,40.6898,-73.91774,Entire home/apt,2,237
Manhattan,40.70496,-74.00639,Entire home/apt,5,136
Brooklyn,40.701,-73.91986,Private room,1,178
Manhattan,40.80742,-73.95205,Entire home/apt,3,365
Bronx,40.83117,-73.87566,Private room,2,59
Brooklyn,40.68111,-73.94683,Private room,1,23
Brooklyn,40.57865,-73.96983,Private room,2,100
Brooklyn,40.66911,-73.93666,Entire home/apt,4,87
Manhattan,40.80138,-73.94413,Entire home/apt,4,1
Manhattan,40.81198,-73.9437,Private room,1,227
Manhattan,40.72625,-74.00199,Entire home/apt,3,4
Queens,40.7415,-73.89249,Private room,1,87
Manhattan,40.77655,-73.94787,Entire home/apt,1,296
Brooklyn,40.65678,-73.95154,Private room,2,364
Queens,40.72721,-73.89346,Entire home/apt,4,129
Queens,40.69589,-73.89572,Entire home/apt,2,267
Manhattan,40.76239,-73.99227,Entire home/apt,30,331
Brooklyn,40.65035,-74.00974,Private room,2,16
Brooklyn,40.6762,-73.9617,Entire home/apt,2,72
Brooklyn,40.71953,-73.96401,Private room,2,3
Queens,40.70422,-73.8984,Entire home/apt,4,364
Queens,40.74634,-73.9179,Entire home/apt,1,365
Manhattan,40.7265,-73.9822,Entire home/apt,2,274
Manhattan,40.79234,-73.94592,Private room,4,24
Manhattan,40.74695,-74.00454,Private room,4,365
Manhattan,40.73022,-73.98893,Entire home/apt,30,301
Manhattan,40.75287,-73.97352,Private room,3,357
Brooklyn,40.71596,-73.93938,Entire home/apt,3,188
Manhattan,40.81065,-73.9457,Private room,3,178
Brooklyn,40.66516,-73.9794,Private room,2,78
Manhattan,40.85882,-73.92897,Entire home/apt,4,307
Brooklyn,40.67842,-73.88768,Entire home/apt,3,287
Manhattan,40.78592,-73.97447,Entire home/apt,1,175
Brooklyn,40.69112,-73.95203,Private room,3,199
Manhattan,40.71418,-73.99238,Private room,1,87
Brooklyn,40.6423,-74.01275,Entire home/apt,2,360
Manhattan,40.72764,-73.98712,Private room,3,67
Brooklyn,40.70431,-73.94528,Shared room,2,325
Manhattan,40.7843,-73.95745,Entire home/apt,5,345
Bronx,40.85139,-73.78414,Entire home/apt,1,16
Brooklyn,40.70878,-73.96622,Entire home/apt,30,108
Manhattan,40.77025,-73.95491,Entire home/apt,5,182
Queens,40.74553,-73.89212,Entire home/apt,1,23
Brooklyn,40.71139,-73.9598,Entire home/apt,2,1
Manhattan,40.77471,-73.98261,Private room,20,144
Brooklyn,40.70468,-73.91935,Private room,30,257
Manhattan,40.83284,-73.94461,Private room,2,27
Brooklyn,40.66701,-73.98703,Private room,3,28
Manhattan,40.76291,-73.99327,Entire home/apt,30,342
Manhattan,40.80519,-73.94974,Entire home/apt,4,364
Brooklyn,40.67296,-73.87435,Entire home/apt,1,177
Brooklyn,40.69987,-73.91404,Private room,1,341
Bronx,40.87223,-73.84335,Entire home/apt,3,144
Brooklyn,40.68914,-73.94556,Entire home/apt,1,21
Brooklyn,40.69642,-73.9243,Private room,5,3
Manhattan,40.7802,-73.94652,Entire home/apt,4,128
Brooklyn,40.6825,-73.91596,Entire home/apt,1,228
Manhattan,40.76671,-73.98849,Entire home/apt,15,30
Queens,40.75676,-73.83288,Entire home/apt,2,67
Brooklyn,40.6468,-73.9508,Entire home/apt,5,31
Manhattan,40.74241,-73.97954,Entire home/apt,30,281
Brooklyn,40.63188,-73.93248,Private room,2,178
Brooklyn,40.67632,-73.96617,Private room,2,26
Manhattan,40.72804,-73.98867,Entire home/apt,5,2
Queens,40.68129,-73.74745,Entire home/apt,1,166
Brooklyn,40.62723,-73.92635,Entire home/apt,2,363
Queens,40.67695,-73.79045,Entire home/apt,1,31
Manhattan,40.81861,-73.94565,Entire home/apt,8,166
Manhattan,40.71663,-74.00647,Entire home/apt,30,235
Queens,40.72528,-73.74738,Private room,2,349
Queens,40.74583,-73.95363,Entire home/apt,3,3
Bronx,40.89399,-73.84279,Private room,1,363
Brooklyn,40.66891,-73.94605,Entire home/apt,3,120
Brooklyn,40.69164,-73.90968,Private room,30,334
Queens,40.749,-73.91858,Entire home/apt,3,23
Brooklyn,40.68994,-73.93425,Entire home/apt,1,52
Manhattan,40.83815,-73.94385,Private room,3,129
Queens,40.74286,-73.89163,Private room,1,295
Brooklyn,40.6902,-73.95277,Entire home/apt,2,319
Brooklyn,40.68563,-73.94953,Private room,30,244
Manhattan,40.7643,-73.9876,Entire home/apt,3,152
Brooklyn,40.69816,-73.94703,Private room,2,332
Manhattan,40.7449,-73.99167,Entire home/apt,30,184
Brooklyn,40.68604,-73.91924,Private room,5,40
Queens,40.74711,-73.88188,Entire home/apt,3,107
Brooklyn,40.70768,-73.95137,Entire home/apt,2,10
Brooklyn,40.67489,-73.91405,Entire home/apt,2,287
Brooklyn,40.65887,-73.9198,Entire home/apt,3,266
Bronx,40.83502,-73.91058,Private room,2,364
Brooklyn,40.64745,-73.95606,Private room,3,364
Manhattan,40.76534,-73.9894,Private room,5,54
Brooklyn,40.68515,-73.93255,Entire home/apt,2,6
Queens,40.5903,-73.8143,Private room,2,365
Bronx,40.83914,-73.78158,Private room,1,358
Brooklyn,40.65292,-73.95229,Private room,5,159
Brooklyn,40.65969,-73.99248,Entire home/apt,2,41
Manhattan,40.8036,-73.95308,Private room,4,88
Manhattan,40.73505,-73.98212,Entire home/apt,30,344
Brooklyn,40.69279,-73.91423,Entire home/apt,2,13
Queens,40.74607,-73.91415,Shared room,1,364
Manhattan,40.76557,-73.98399,Entire home/apt,6,105
Staten Island,40.60609,-74.0888,Private room,4,293
Manhattan,40.75428,-73.96566,Entire home/apt,28,225
Manhattan,40.7659,-73.98674,Entire home/apt,30,281
Manhattan,40.75597,-73.98395,Private room,1,301
Queens,40.77206,-73.91124,Entire home/apt,7,261
Manhattan,40.73297,-73.98435,Entire home/apt,9,8
Manhattan,40.71241,-73.99458,Private room,1,356
Bronx,40.83758,-73.84382,Entire home/apt,2,129
Brooklyn,40.71356,-73.94372,Entire home/apt,4,8
Brooklyn,40.66064,-73.98564,Entire home/apt,1,255
Queens,40.76383,-73.9297,Entire home/apt,1,339
Queens,40.77209,-73.91096,Private room,6,358
Brooklyn,40.66062,-73.94298,Entire home/apt,2,110
Brooklyn,40.67879,-73.93653,Entire home/apt,2,311
Brooklyn,40.7054,-73.94239,Entire home/apt,7,189
Queens,40.74228,-73.90049,Private room,30,215
Manhattan,40.73523,-73.98668,Private room,2,344
Manhattan,40.71827,-73.98836,Private room,2,6
Manhattan,40.81623,-73.94907,Entire home/apt,3,47
Brooklyn,40.70742,-73.93754,Private room,5,48
Brooklyn,40.68558,-73.98175,Entire home/apt,2,359
Manhattan,40.76106,-73.98891,Private room,1,151
Brooklyn,40.68174,-73.91365,Entire home/apt,2,354
Brooklyn,40.57519,-73.95468,Entire home/apt,2,80
Brooklyn,40.6904,-73.91538,Private room,6,147
Brooklyn,40.68777,-73.93067,Private room,30,250
Brooklyn,40.72398,-73.94978,Entire home/apt,2,32
Brooklyn,40.66916,-73.93182,Entire home/apt,2,87
